Column,dipl,HS_corr,HS_persname,HS_persname_check,HS_comment,HS_link,dipl_ctx_lr15,pb_n,doc,persname,dipl-ids
1042,Dioſcor.,,Pedanios Dioskurides,true,empty,empty,vnd ſchleim vmb die bruſt gar hefftig dawet . ¶ Kraͤfft vnd Artzeneyen / ſo Dioſcor. vnd Plinius diſzem kraut zůgeben . Poley treibet den frawen ire zeyt / das bürdlin,CCXLVIII,ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sSpan25044', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sTok25045_virtualSpan']"
1043,Diaſcorides,,Pedanios Dioskurides,true,empty,empty,vnd wein gemiſcht / iſt gut dafur . Fur die waſſerſucht . Jtem es ſpricht Diaſcorides / welcher die Waſſerſucht hette / die von kalter materi kompt / genant Ypoſtirca /,NaN,ArtzneyBuchleinDerKreutter-Abrotanum_1532_Tallat,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/ArtzneyBuchleinDerKreutter-Abrotanum_1532_Tallat#sSpan22620', 'RIDGES_Herbology_Version9.0/ArtzneyBuchleinDerKreutter-Abrotanum_1532_Tallat#sTok22621_virtualSpan']"
1044,Dioſcorides,,Pedanios Dioskurides,true,empty,empty,vnfreuntlichen geſchmacks dẽ Apotecker der kan ſie bereyten nach eyns yeden gefallen / Dioſcorides lert diſer waſ⸗ ſer Epff ſei in allen dingen zů brauchen jnnerlich vnd eüſſerlich,cxxxviij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24881', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24882_virtualSpan']"
1045,Dioſcoride,,Pedanios Dioskurides,true,empty,empty,vnnd etlich woͤllen diſzes kraut werd bezeychnet durch das woͤrtlin Scolymos / oder Cardus beym Dioſcoride / oder ſey zům mynſten desſelbigen ein geſchlecht . Die anderen nennens Senecionẽ /,CCLXXX,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sSpan27638', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok27639_virtualSpan']"
1046,Dioſcorides,,Pedanios Dioskurides,true,empty,empty,vnſerem ander en latiniſchen / Kreüterbůch verzeychnet . Complexion . Jſt warmer complexion / wie Dioſcorides ſpricht . ¶ Sein kraͤffte auſz Dioſcoride . Gedruncken treibet den harn / vnd den,CCLXXXII,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sSpan27649', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok27650_virtualSpan']"
1047,Dioſco.,,Pedanios Dioskurides,true,empty,empty,vnſer Peterlin kraut nichts anderſt das recht Ξελινομ χ_ω_ομ / Selinon ſatiuum / Dioſco. lib. 3. cap. 67. zů teutſch garten Epff / garten oder zam Peterlin / würt,cxxxvij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24868', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24869_virtualSpan']"
1048,Diaſcori des,,Pedanios Dioskurides,true,empty,empty,võ natur gar trucken ſind vñ auch ain klai ne wuͤrme in in haben ¶ Diaſcori des ſprichet . dz mauſzore auch gar gůt ſey den wũden auſſen an dem leib vñ,NaN,GartDerGesundheit-c23-33_1487_Cuba,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/GartDerGesundheit-c23-33_1487_Cuba#sTok5709_virtualSpan', 'RIDGES_Herbology_Version9.0/GartDerGesundheit-c23-33_1487_Cuba#sTok5710_virtualSpan']"
1049,Dioſcoride,,Pedanios Dioskurides,true,empty,empty,Von dem Nammen . SPrungkoͤrner / das kraut vff kryechiſch ge nennt Lathyris bey dem Dioſcoride / oder Catapucia / vnnd _ranum ſolis vff Latin / hat ſeinen nam̃en võ,CCLXIII,ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sSpan24686', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok24687_virtualSpan']"
1050,Dioſcorides,,Pedanios Dioskurides,true,empty,empty,von der weiſſen Chamillen fürnemlich zůuerſton iſt . Geſchlecht . Der Chamillen / wie Dioſcorides klaͤrlich anzeygt / ſeind dreierley geſchlecht . Das erſt hat weiſz blůmen / vnnd würt,NaN,NewKreuterbuch_1543_Fuchs,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sSpan32619', 'RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sTok32620_virtualSpan']"
1051,Dio⸗ ſcoridis,,Pedanios Dioskurides,true,empty,empty,wachſe allein inn A⸗ rabia / India / und Syria / nach laut der ſchrifft Dio⸗ ſcoridis / Serapionis / vnd Plinn͂ / haben villeicht di⸗ ſe wurtzel vnd gewechſe in Teutſchen,33,Experimenta_1550_Schellenberg,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok394_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok395_virtualSpan']"
1052,Dioſcorides,,Pedanios Dioskurides,true,empty,empty,weiſſz . Darum̃b es etlich woͤllen nennen Spina alba . Moͤcht villeicht ſein / das Dioſcorides nennet Leucantha / gleich für den Eryngion . dann Dioſcorides nympt Eryngion vnnd Centumcapita für,CCLXXXII,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sSpan27645', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok27646_virtualSpan']"
1053,Dioſcorides,,Pedanios Dioskurides,true,empty,empty,wenig / ſeind aber kalt im drit⸗ ten grad . Das dritt geſchlecht / wie Dioſcorides vnnd alle allte bewaͤrte aͤrtzet anzeygen / ja wie das auch klaͤrlich der geſchmack /,NaN,NewKreuterbuch_1543_Fuchs,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sSpan32622', 'RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sTok32623_virtualSpan']"
1054,Diaſcorides,,Pedanios Dioskurides,true,empty,empty,wenig faſen daran . die minð hat ain klei nere wurczel vnd vil faſen daran Diaſcorides vñ Pandecta ſprechẽ das ambroſia iſt in der geſtalt vñ natur des beyfůſz . ¶,NaN,GartDerGesundheit-c15-23_1487_Cuba,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/GartDerGesundheit-c15-23_1487_Cuba#sSpan24368', 'RIDGES_Herbology_Version9.0/GartDerGesundheit-c15-23_1487_Cuba#sTok24369_virtualSpan']"
1055,Dioſcoride,,Pedanios Dioskurides,true,empty,empty,Wie es aber ein geſtalt hab mit dem woͤrtlin Empetro / vnd Saxifraga bey dem Dioſcoride vnd Pli⸗ nio / ob ſye vff ein / oder vff zweyerley kreüter deüten /,CCXLII,ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sSpan25029', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCXXXVII-CCXLVIII_1532_Brunfels#sTok25030_virtualSpan']"
1056,Diaſcorides,,Pedanios Dioskurides,true,empty,empty,yegkliches ain lot mit roſen waſſer vermẽgt dauon das antlicz gewaͤſchen iſt darzů gůt als Diaſcorides ſpricht Schyſzmelde Das xvii Capitel Triplex latĩe . Andrafaſis grece . arabice araf ¶ Die,NaN,GartDerGesundheit-c15-23_1487_Cuba,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/GartDerGesundheit-c15-23_1487_Cuba#sSpan24338', 'RIDGES_Herbology_Version9.0/GartDerGesundheit-c15-23_1487_Cuba#sTok24339_virtualSpan']"
1057,Dioſcoride,,Pedanios Dioskurides,true,empty,empty,ym die letſten aͤrtzet zůgeben / Endiuia / das es ein geſchlecht Jntyborum bey dem Dioſcoride iſt . dauõ moͤg⸗ en die geleerten ein lange diſputation leſzen / in vnſerem Anderen,CCLXXXV,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sSpan27654', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok27655_virtualSpan']"
1058,Dioſcorides,,Pedanios Dioskurides,true,empty,empty,zaͤrter / vnd freünt⸗ licher zů eſſen / wo man ſye weyſſz zů bereytten . Dioſcorides gibt ynen zů / das ſye machen harnen / vnd ſchwere traͤum . Hauſzwurtz /,CCCXXI,ContrafaytKreuterbuch_1532_Brunfels,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sSpan22939', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch_1532_Brunfels#sTok22940_virtualSpan']"
1059,Dioſcortdes,,Pedanios Dioskurides,true,empty,empty,zeit vnnd jhrer inclination / ſcherpffer oder ſchwecher manchen / durch die Simplicia / etc. Dioſcortdes und Plinius ſagen / der Saffran ſey nutz vnnd dienſtlich dem bloͤden ſchwachen Magen /,NaN,Experimenta_1550_Schellenberg,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sSpan33868', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok33869_virtualSpan']"
1060,Dia ſcorides,,Pedanios Dioskurides,true,empty,empty,zeſer fleuſzt ¶ Schle⸗ henſafft ſtercket das geſichte vnd benimet den fluſz der augen ¶ Dia ſcorides ſpricht . das ſchlehenſafft den hiczigen leib faſt wol kelt vñ beneme die vnnatürlichen hicze,NaN,GartDerGesundheit-c23-33_1487_Cuba,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/GartDerGesundheit-c23-33_1487_Cuba#sTok5220_virtualSpan', 'RIDGES_Herbology_Version9.0/GartDerGesundheit-c23-33_1487_Cuba#sTok5221_virtualSpan']"
1061,Dioſcoride,,Pedanios Dioskurides,true,empty,empty,zucker überzogen / do⸗ her ſagt Plinius / heyſz diſer ſamen / Anicetum / in Dioſcoride lib. 3. cap. 58. Aniſum / zů teutſch / aͤnis ſamen . Wiewol etliche den,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24844', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24845_virtualSpan']"
1062,Dioſcoride,,Pedanios Dioskurides,true,empty,empty,zům mynſten desſelbigen ein geſchlecht . Die anderen nennens Senecionẽ / vud Erigeron beym Dioſcoride . Etliche andere Craſſulam mediam . Lumen maius / ein apothecker bůch / nennet es,CCLXXX,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,Pedanios_Dioskurides,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sSpan27639', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok27640_virtualSpan']"
1063,Dioſco⸗ rides,persname anpassen,Pedanios Dioskurides,false,empty,empty,boͤſen grinde oder Lepram gewaſchen / iſt ſehr nuͤtzlich vnd dienſtlich / Es warnet aber Dioſco⸗ rides / das niemandts diſz Ramenta / die abgefeil⸗ ten Spen inn den Leib trincken ſolle,NaN,Experimenta_1550_Schellenberg,"Pedanios_Dioskurides,","['RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok4273_virtualSpan', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok4274_virtualSpan']"
1064,Hr. Prof. Kalm,,Pehr Kalm,true,"""Kalms erste wissenschaftliche Veröffentlichung Wästgötha och bahusländska resa förrättad år 1742 (1746) beruhte auf der vom 6. Juli bis 11. Oktober 1742 durch die historische Provinzen Västergötland und Bohuslän stattgefundenen Reise.""",https://de.wikipedia.org/wiki/Pehr_Kalm,"erſte , der den Wieſenhafer als ein nuzbares Futtergewaͤchs bekannt gemacht hat , iſt der Hr. Prof. Kalm . Er ſagt in einer 1747 geſchriebenen Abhandlung von dem Nuzen einiger Gewaͤchſe zur Verbeſſerung",30,BeschreibungDerGraeser-c27-31_1769_Schrebers,Pehr_Kalm,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1663_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1664_virtualSpan', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c27-31_1769_Schrebers#sTok1665_virtualSpan']"
1065,Phaon võ Lesbo,persname anpassen,Phaon (Mythologie),false,"""Tätig als Fährmann zwischen der Insel Lesbos und Kleinasien, zeichnet er sich durch seine außerordentliche körperliche Schönheit aus""",https://de.wikipedia.org/wiki/Phaon,/ machet yn holdtſelig gegen den frawen . Die Poet⸗ en fabulieren / das der Phaon võ Lesbo hab ſolich bey ym gehebt / darumb er ge liebet ſey von der Sapho .,CCLXXXIII,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,Phaon,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6671_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6672_virtualSpan', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok6673_virtualSpan']"
1066,MILLER,,Philip Miller,true,empty,empty,"in einer Gegend durch etliche Jahre erzogen , eben dieſen Unterſcheid be⸗ ſtaͤndig behalten . MILLER und RAND melden nichts von der dritten Morifoniſchen Art . TAB. 22 . Lat. Malva",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Philip_Miller,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35345', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35346_virtualSpan']"
1067,SEGUIER.,persname anpassen,Pierre Séguier,false,empty,empty,Gramen parvum echinatum . BAUH. hiſt 2. p. 467 . MONT. prodr. p. 64 . SEGUIER. veron. I. p. 359 . GESN. faſc. I. p. 120. t. 3. f. 20 .,45,BeschreibungDerGraeser-c37-48_1769_Schrebers,Pierre_Séguier ,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31856', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31857_virtualSpan']"
1068,MAT- THIOLVS,,Pietro Andrea Mattioli,true,empty,empty,", ſoll heilend und erwaͤrmend und in Krampff und Convulſionen der Nerven nuͤzlich seyn . MAT- THIOLVS recommendiret die Blaͤtter und ihren Safft zu denen Salben , deren man ſich bey Haupt⸗Wunden",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Pietro_Andrea_Mattioli,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok4809_virtualSpan', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok4810_virtualSpan']"
1069,MATTHIOLVS,,Pietro Andrea Mattioli,true,empty,empty,"3. Man zaͤhlet es unter die Wund Kraͤuter die eine hei⸗ lende Eigenſchafft beſitzen . MATTHIOLVS ſagt , es ſeye gut in Fluͤſſen und Entzuͤndungen der Augen ; mit Honig gemiſcht",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Pietro_Andrea_Mattioli,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35453', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35454_virtualSpan']"
1070,Matthiolus,,Pietro Andrea Mattioli,true,empty,empty,"damit gürten und krönen für bös Geſpenst , Unfall und Krankheit desſelbigen Jahres . &quot; Matthiolus . Aus Kräuterbüchern : &quot; Beifuſz , ſonderlich der rote , in Wein geſotten und",164,Kraeuterbuch_1914_Losch,Pietro_Andrea_Mattioli,"['RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sSpan20254', 'RIDGES_Herbology_Version9.0/Kraeuterbuch_1914_Losch#sTok20255_virtualSpan']"
1071,Matthiolus,,Pietro Andrea Mattioli,true,empty,empty,Grament dac̃tylon efculentum . BAUHIN. pin. 8. MORIS. l. c. 184. f. i. nach dem Matthiolus . * ) PANCOVIUS in herb. ed. . 1. n. 51. p. 66. ed. 2.,41,BeschreibungDerGraeser-c37-48_1769_Schrebers,Pietro_Andrea_Mattioli,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31831', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31832_virtualSpan']"
1072,Matth.,,Pietro Andrea Mattioli,true,empty,empty,Hall. 636 . Kram. 50 . Ludvv. no. 201 . 5. NOM. SPEC. Conſolida minor Matth. 963 . Prunella . Ger. 632 . Rai . I. 551 . Syn . 238,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Pietro_Andrea_Mattioli,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35410', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35411_virtualSpan']"
1073,MAT- THIOLVS,,Pietro Andrea Mattioli,true,empty,empty,"Schmeer in ein Cataplaſma gebracht , bedienet man ſich derſelben in Geſchwulſten und Entzuͤndungen . MAT- THIOLVS ſchreibt , das decoctum der ganzen Pflantze in der Bluͤhte , ſtopfe den weiſſen Fluſz",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Pietro_Andrea_Mattioli,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok1947_virtualSpan', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok1948_virtualSpan']"
1074,Matthiolus,,Pietro Andrea Mattioli,true,empty,empty,ſtehen / alſdenn ge⸗ brauche es / wie erſt angezeigt worden . Waſſer⸗ ſucht . Matthiolus berichtet / daſz er mit der Wer⸗ muth⸗Lattwerg vielen von der Waſſerſucht geholffen,663,TheatrumBotanicum_1696_Verzascha,Pietro_Andrea_Mattioli,"['RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sSpan19561', 'RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sTok19562_virtualSpan']"
1075,groſſen mai⸗ ſter Plato,,Platon,true,empty,empty,auch nach ainem maiſter genant Appolonius . vñ diſer maiſter gab auch diſz kraut dem groſſen mai⸗ ſter Plato ſich domit zeerczneyen vnd auch domit die giffte von im zetreiben ¶ Jtẽ,NaN,GartDerGesundheit-c23-33_1487_Cuba,Platon,"['RIDGES_Herbology_Version9.0/GartDerGesundheit-c23-33_1487_Cuba#sTok6868_virtualSpan', 'RIDGES_Herbology_Version9.0/GartDerGesundheit-c23-33_1487_Cuba#sTok6869_virtualSpan', 'RIDGES_Herbology_Version9.0/GartDerGesundheit-c23-33_1487_Cuba#sTok6870_virtualSpan', 'RIDGES_Herbology_Version9.0/GartDerGesundheit-c23-33_1487_Cuba#sTok6871_virtualSpan']"
1076,Plinius,,Plinius der Ältere,true,empty,empty,", ⊙εviois , rovosnфαisϫ , Toξbϐoλoμ , Aiμαnpovov , vπovoos , vnnd παpϴεvis , wie Plinius im 25. Buch Cap. 7 . bezeugt . Lateiniſch Chari- ftelochia , Toxótis , Toxitéſia",37,NeuwKreuterbuch_1588_Theodorus,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sSpan58573', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch_1588_Theodorus#sTok58574_virtualSpan']"
1077,Plinius,,Plinius der Ältere,true,empty,empty,/ alleyn das wir Beifůſz haben vñ kennen / ſolle vor zeitten Parthenis ( wie Plinius ſchreibt lib. 25. ca. 7 ) genent ſein worden / das iſt virginalis / Meydtkraut,xcix,NewKreuetterBuch_1539_Bock,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan23006', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok23007_virtualSpan']"
1078,Plinius,,Plinius der Ältere,true,empty,empty,/ dann wann er hundert Staͤtt / Landt vñ Leut ero⸗ bert hette / wie Plinius bezeuget / der es auch nach ſeinem Namen Gentianam genennet / der Weyderich Lyſimachia geheiſſen,NaN,NeuwKreuterbuch-VR_1588_Theodorus,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40210', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40211_virtualSpan']"
1079,Plinium,,Plinius der Ältere,true,empty,empty,"/ der leſe Dioſcoridẽ lib. 3. cap. 24. Hippocratem , Galenum , Paulum Aeginetam , Plinium lib. 27. cap. 7. & 8. Apuleium cap. 101. Oribaſium lib. 2. de Simp. Platinam",NaN,Experimenta_1550_Schellenberg,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sSpan33852', 'RIDGES_Herbology_Version9.0/Experimenta_1550_Schellenberg#sTok33853_virtualSpan']"
1080,Plinij,,Plinius der Ältere,true,empty,empty,/ dieſe haben die erſte Compoſition erfun⸗ den von dem Theriack / welche doch zu Plinij zeiten bey vielen veracht warde / von welcher auch Plinius an vielen orten gar ſchimpfflich,NaN,NeuwKreuterbuch-VR_1588_Theodorus,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40168', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40169_virtualSpan']"
1081,Plinio,,Plinius der Ältere,true,empty,empty,/ etliche Rhapon⸗ ticum / vnd iſt deren traͤumen kein ende . Dioſcorides ſampt dem Plinio malet es ab vff diſze weiſz . Die groſſe Centaurea hat bletter gleich dẽ nuſſzlaub,CCLXVII,ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sSpan24703', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok24704_virtualSpan']"
1082,Plinius,,Plinius der Ältere,true,empty,empty,/ hiemit niemans der beſſers herfür bringen kan / verhindert habẽ . Von Seriphio ſchreibt Plinius lib. 27. cap. 8. vnd lib. 33. cap. 5 . Von der krafft vnd würckung,xcvii,NewKreuetterBuch_1539_Bock,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sSpan22990', 'RIDGES_Herbology_Version9.0/NewKreuetterBuch_1539_Bock#sTok22991_virtualSpan']"
1083,Plinius,,Plinius der Ältere,true,empty,empty,/ vnd luſt macht / zůder ſpeiſze . Der beſt Eniſz iſt / ſpricht Plinius / der vſz der JnſulenCreta kumpt . Der ander der vſz Egypten land /,CCLVII,ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sSpan24673', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLVII-CCLXX_1532_Brunfels#sTok24674_virtualSpan']"
1084,Plinium,,Plinius der Ältere,true,empty,empty,/ vnd wert gehalten hat / wer weitter daruon zů wiſſen begert / ð beſehe Plinium lib. 20. cap. 17 . Eüſſerlich . SO yemans was in die augen wer gefallen,NaN,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24849', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24850_virtualSpan']"
1085,Plinius,,Plinius der Ältere,true,empty,empty,/ vnd wetumb des gedaͤrmes die do komen võ ai ner kalten vrſach ¶ Plinius in dẽ capitel bachael id eſt alleluia ſpri cht . das diſz ſey kalt vnd,NaN,GartDerGesundheit-c15-23_1487_Cuba,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/GartDerGesundheit-c15-23_1487_Cuba#sSpan24344', 'RIDGES_Herbology_Version9.0/GartDerGesundheit-c15-23_1487_Cuba#sTok24345_virtualSpan']"
1086,Plinius,,Plinius der Ältere,true,empty,empty,/ vnnd ſpricht / das die Spanioͤler allein Eryngion / Centumcapita genennt habẽ . Aber Plinius ſpricht doch darbey / das ſye beyde einer krafft ſeyen . Weiter iſt ein andere,CCLXXXII,ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sSpan27647', 'RIDGES_Herbology_Version9.0/ContrafaytKreuterbuch-CCLXXI-CCXC_1532_Brunfels#sTok27648_virtualSpan']"
1087,Plinius,,Plinius der Ältere,true,empty,empty,. BEtonica . Trinck wein ab Betonien / ſo wird dir ein gute farb ſpricht Plinius . Wer ſie bey ihm trage / dem mag keyne zauberey ſchaden . Es iſt,NaN,ArtzneyBuchleinDerKreutter_1532_Tallat,Plinius_der_Ältere,"['RIDGES_Herbology_Version9.0/ArtzneyBuchleinDerKreutter_1532_Tallat#sSpan24150', 'RIDGES_Herbology_Version9.0/ArtzneyBuchleinDerKreutter_1532_Tallat#sTok24151_virtualSpan']"
